time_of_day,subject_type,session_duration_inmin,breaks_taken_count,day_of_week,Normalized_focus_Score
Morning,DBMS,65.8,10,Thursday,55.92
Evening,Operating Systems,24.3,1,Friday,63.34
Afternoon,DSA,105.9,10,Saturday,50.78
Night,Ai,49.4,6,Thursday,46.65
Evening,DSA,78.9,7,Thursday,56.67
Afternoon,Java,27.5,2,Monday,49.43
Evening,Python,32.7,2,Tuesday,57.77
Morning,Machine Learning,119.1,5,Saturday,51.26
Morning,Java,92.8,9,Sunday,53.68
Night,Machine Learning,115.8,5,Tuesday,46.08
Evening,Operating Systems,42.5,8,Friday,49.62
Afternoon,Ai,28.1,8,Sunday,43.48
Night,DBMS,65.3,5,Wednesday,43.87
Evening,DBMS,64.4,8,Wednesday,47.45
Night,Python,29.2,8,Sunday,49.0
Afternoon,DSA,90.7,5,Wednesday,52.29
Night,Python,49.8,5,Friday,49.14
Night,Machine Learning,30.5,4,Saturday,38.05
Night,Aptitude,46.5,1,Thursday,50.87
Evening,Aptitude,72.0,9,Tuesday,57.04
Afternoon,Aptitude,89.9,2,Tuesday,54.94
Morning,DSA,63.0,1,Thursday,64.23
Evening,Python,67.8,6,Saturday,51.61
Morning,Java,25.3,5,Sunday,52.57
Morning,Ai,110.6,1,Tuesday,54.98
Evening,Operating Systems,112.2,7,Saturday,52.3
Evening,Machine Learning,85.2,7,Sunday,36.38
Afternoon,Aptitude,11.9,3,Sunday,41.64
Afternoon,Ai,69.1,8,Sunday,43.53
Night,DBMS,79.2,6,Tuesday,41.9
Morning,Java,119.4,4,Wednesday,62.98
Afternoon,Python,119.6,10,Wednesday,44.83
Night,Machine Learning,104.3,10,Monday,34.53
Afternoon,Machine Learning,17.0,10,Monday,39.63
Evening,DBMS,114.9,3,Tuesday,57.63
Afternoon,Java,77.4,1,Wednesday,47.09
Morning,DBMS,98.1,2,Saturday,53.91
Afternoon,DBMS,54.8,2,Monday,58.72
Morning,Aptitude,45.2,5,Monday,62.19
Evening,Java,61.0,4,Wednesday,51.35
Morning,Aptitude,26.2,2,Saturday,50.06
Afternoon,Python,49.3,9,Monday,61.41
Night,DBMS,104.3,7,Thursday,46.19
Evening,Operating Systems,14.2,8,Sunday,49.82
Afternoon,Machine Learning,26.6,8,Saturday,45.98
Evening,Java,23.8,2,Thursday,52.92
Evening,DBMS,54.3,5,Wednesday,57.54
Afternoon,Java,119.7,3,Wednesday,41.52
Afternoon,Machine Learning,29.1,10,Monday,45.99
Night,DSA,26.0,9,Tuesday,38.72
Evening,Ai,110.7,9,Friday,54.61
Evening,DSA,107.0,6,Thursday,49.22
Afternoon,DBMS,13.5,4,Thursday,47.01
Morning,Machine Learning,92.7,8,Saturday,52.25
Afternoon,Ai,82.1,5,Saturday,48.29
Evening,DSA,94.5,3,Wednesday,52.09
Afternoon,DBMS,64.4,8,Sunday,41.93
Night,Machine Learning,119.1,6,Tuesday,45.06
Morning,DBMS,14.8,5,Wednesday,70.43
Afternoon,Aptitude,35.8,1,Monday,48.21
Night,Machine Learning,53.6,3,Tuesday,49.51
Evening,DSA,59.5,7,Monday,46.27
Afternoon,DBMS,111.4,3,Thursday,46.19
Evening,Java,71.6,1,Wednesday,61.48
Night,DSA,15.0,8,Saturday,42.09
Evening,DBMS,54.9,7,Wednesday,51.41
Night,Java,55.8,5,Friday,49.18
Night,Java,116.2,10,Tuesday,39.82
Night,Python,75.9,5,Sunday,44.33
Afternoon,Java,79.9,6,Thursday,54.68
Evening,DSA,88.5,7,Friday,55.82
Evening,DSA,94.7,3,Friday,66.55
Morning,Operating Systems,79.9,4,Wednesday,57.18
Morning,Ai,36.1,1,Tuesday,63.47
Morning,Aptitude,106.1,7,Wednesday,64.4
Morning,DSA,90.5,10,Tuesday,57.9
Evening,Machine Learning,91.6,2,Friday,48.33
Night,Ai,119.6,7,Monday,50.8
Night,Java,98.3,6,Thursday,42.47
Afternoon,DBMS,101.2,4,Friday,53.22
Night,Python,114.7,2,Wednesday,49.14
Evening,Machine Learning,26.6,7,Sunday,50.63
Evening,Ai,64.8,7,Sunday,58.74
Evening,Machine Learning,73.9,5,Thursday,54.68
Afternoon,Machine Learning,46.2,9,Friday,51.14
Morning,Machine Learning,102.3,3,Tuesday,60.02
Night,Ai,93.9,9,Sunday,42.38
Evening,Python,89.3,5,Wednesday,55.09
Evening,Java,119.7,2,Sunday,51.9
Morning,Operating Systems,38.5,9,Friday,63.09
Evening,Aptitude,90.9,1,Tuesday,57.35
Night,Java,70.7,1,Tuesday,47.99
Afternoon,DSA,44.4,7,Tuesday,67.88
Evening,Ai,27.7,3,Sunday,49.49
Night,Machine Learning,108.5,8,Thursday,35.08
Evening,Java,75.5,7,Wednesday,52.95
Morning,DSA,100.7,7,Tuesday,57.22
Evening,Ai,70.0,1,Friday,57.2
Evening,DSA,34.2,1,Tuesday,52.74
Afternoon,Machine Learning,47.1,2,Wednesday,51.66
Morning,Operating Systems,52.0,2,Saturday,53.16
Morning,Ai,117.0,5,Saturday,59.89
Afternoon,DSA,10.6,9,Thursday,41.73
Evening,DBMS,118.4,7,Tuesday,54.97
Night,DSA,117.9,2,Friday,39.94
Morning,Aptitude,119.6,5,Wednesday,58.2
Morning,Machine Learning,62.4,5,Sunday,44.74
Evening,Python,116.0,8,Tuesday,61.28
Evening,DSA,53.5,9,Sunday,49.09
Morning,Operating Systems,12.9,8,Thursday,59.44
Evening,DBMS,34.7,2,Monday,57.08
Night,DBMS,114.0,4,Saturday,38.35
Morning,Python,11.5,2,Friday,59.54
Night,Java,70.1,6,Saturday,33.17
Night,Aptitude,18.3,4,Tuesday,43.38
Evening,Python,41.5,7,Tuesday,64.71
Night,Aptitude,19.7,2,Monday,46.37
Evening,DSA,104.5,9,Wednesday,46.48
Afternoon,Machine Learning,75.0,5,Sunday,47.12
Evening,Operating Systems,109.2,1,Sunday,58.4
Night,DBMS,85.7,3,Sunday,36.95
Afternoon,Python,116.8,4,Monday,50.92
Evening,Operating Systems,66.1,3,Sunday,51.08
Night,Aptitude,80.3,6,Wednesday,45.61
Morning,Machine Learning,73.4,6,Tuesday,58.57
Morning,DBMS,63.3,10,Monday,63.16
Evening,DBMS,103.1,7,Saturday,51.37
Evening,Aptitude,80.9,9,Sunday,58.17
Morning,Machine Learning,98.1,10,Saturday,45.39
Night,DBMS,96.5,9,Sunday,36.25
Night,Machine Learning,31.0,7,Tuesday,50.43
Night,DBMS,81.5,1,Monday,42.61
Evening,DSA,32.0,3,Tuesday,56.78
Afternoon,Aptitude,74.2,5,Saturday,46.35
Afternoon,Machine Learning,84.5,10,Saturday,49.73
Afternoon,Operating Systems,119.7,6,Tuesday,52.07
Afternoon,Java,13.4,6,Sunday,60.19
Afternoon,DSA,20.0,5,Tuesday,48.88
Evening,Ai,18.5,6,Thursday,52.91
Evening,Operating Systems,53.8,9,Monday,61.39
Afternoon,Aptitude,100.4,1,Thursday,53.4
Evening,DBMS,102.8,1,Tuesday,50.95
Evening,Ai,91.1,9,Friday,59.37
Afternoon,Operating Systems,108.7,8,Saturday,48.01
Night,DSA,45.5,9,Wednesday,44.44
Evening,Ai,19.7,7,Monday,57.18
Night,Ai,16.4,10,Monday,49.06
Evening,Machine Learning,103.7,6,Saturday,50.95
Evening,Python,90.3,9,Wednesday,55.68
Afternoon,Operating Systems,86.8,2,Thursday,60.44
Evening,Python,47.4,4,Wednesday,56.8
Morning,Aptitude,51.8,2,Friday,66.68
Morning,Operating Systems,115.4,6,Tuesday,57.19
Afternoon,Operating Systems,17.0,1,Wednesday,45.77
Night,Machine Learning,95.1,7,Sunday,44.85
Night,DBMS,44.1,7,Wednesday,43.73
Night,DSA,14.3,7,Tuesday,34.3
Morning,DSA,91.7,4,Saturday,54.97
Night,DSA,46.4,8,Monday,46.54
Night,Java,89.4,5,Saturday,38.52
Afternoon,Aptitude,87.8,2,Sunday,42.9
Night,Ai,68.8,5,Friday,45.97
Morning,DBMS,95.5,10,Saturday,51.29
Morning,Python,73.9,9,Wednesday,63.54
Morning,DSA,41.5,10,Wednesday,64.18
Afternoon,Java,90.8,1,Monday,56.5
Afternoon,Python,74.8,2,Friday,48.74
Evening,DBMS,11.4,10,Tuesday,63.9
Night,Aptitude,109.2,8,Tuesday,47.94
Afternoon,DBMS,70.0,5,Thursday,46.64
Morning,Machine Learning,105.5,9,Friday,55.89
Morning,Ai,107.1,6,Friday,56.51
Afternoon,DSA,58.9,8,Wednesday,38.73
Afternoon,Aptitude,65.8,1,Thursday,57.1
Afternoon,Machine Learning,55.7,9,Tuesday,49.08
Evening,DSA,59.4,9,Sunday,54.25
Morning,DBMS,108.5,3,Friday,60.5
Evening,DBMS,96.7,1,Friday,47.44
Evening,Java,23.9,8,Monday,56.73
Night,Operating Systems,77.1,8,Tuesday,49.78
Morning,Operating Systems,119.5,9,Monday,64.75
Morning,DBMS,75.5,6,Thursday,65.46
Afternoon,DBMS,96.4,9,Friday,50.25
Afternoon,Python,94.6,10,Thursday,40.16
Night,Java,48.5,9,Saturday,45.39
Evening,Ai,50.9,4,Monday,55.36
Afternoon,Python,89.6,5,Tuesday,61.97
Afternoon,Ai,65.0,6,Friday,59.48
Morning,Machine Learning,72.8,6,Saturday,60.5
Morning,Operating Systems,88.4,10,Saturday,50.12
Afternoon,Operating Systems,95.5,2,Tuesday,44.46
Morning,Java,39.9,4,Thursday,62.61
Night,DBMS,26.1,9,Saturday,36.17
Afternoon,DBMS,42.1,7,Wednesday,54.42
Morning,Machine Learning,65.8,9,Tuesday,62.63
Night,Aptitude,47.6,6,Saturday,49.8
Morning,Aptitude,72.5,7,Tuesday,65.47
Morning,Java,15.9,9,Tuesday,58.06
Morning,Aptitude,66.1,4,Friday,59.68
Afternoon,Operating Systems,50.5,9,Thursday,45.76
Evening,Python,68.8,3,Thursday,58.34
Morning,Aptitude,56.5,8,Friday,49.12
Night,DSA,41.3,3,Tuesday,42.54
Afternoon,Java,109.5,3,Tuesday,53.5
Afternoon,Machine Learning,30.3,3,Wednesday,51.08
Night,Aptitude,85.0,9,Saturday,46.34
Morning,DSA,111.7,10,Tuesday,53.7
Evening,Aptitude,69.3,3,Saturday,45.58
Morning,Python,106.4,6,Monday,64.98
Night,Python,23.7,4,Saturday,39.23
Afternoon,Aptitude,64.3,2,Tuesday,44.14
Evening,Java,60.3,3,Wednesday,56.07
Afternoon,Java,10.9,5,Monday,49.87
Night,DSA,58.8,10,Wednesday,55.94
Morning,Machine Learning,50.6,4,Saturday,56.86
Evening,DSA,83.7,5,Wednesday,54.87
Afternoon,Machine Learning,113.2,1,Saturday,42.21
Afternoon,Aptitude,19.4,4,Thursday,54.13
Afternoon,Machine Learning,46.0,10,Saturday,44.85
Morning,DBMS,58.8,3,Friday,57.41
Evening,Operating Systems,60.1,2,Wednesday,53.96
Morning,Ai,95.2,7,Tuesday,58.33
Morning,Operating Systems,58.8,10,Thursday,59.6
Morning,Python,13.0,9,Sunday,70.27
Night,DBMS,88.1,1,Monday,48.21
Night,Operating Systems,107.3,7,Saturday,41.08
Night,Aptitude,66.5,1,Friday,44.72
Evening,Machine Learning,73.9,5,Thursday,46.03
Morning,Machine Learning,27.9,1,Wednesday,48.97
Morning,DSA,34.3,3,Sunday,59.73
Night,DSA,35.9,8,Sunday,44.63
Morning,Java,57.4,4,Thursday,62.03
Morning,Machine Learning,112.1,1,Tuesday,65.43
Afternoon,Java,67.4,1,Tuesday,51.1
Morning,Aptitude,31.1,8,Tuesday,64.08
Afternoon,Machine Learning,39.3,8,Friday,47.63
Morning,DSA,52.2,4,Sunday,43.51
Evening,Operating Systems,78.6,4,Thursday,60.83
Night,Java,58.4,10,Thursday,40.15
Afternoon,Java,53.2,2,Sunday,48.29
Night,Python,72.1,2,Wednesday,43.48
Afternoon,DSA,36.6,6,Monday,50.33
Afternoon,Aptitude,18.7,8,Tuesday,58.35
Afternoon,Java,12.7,7,Monday,52.99
Evening,Operating Systems,37.6,7,Sunday,56.07
Morning,Operating Systems,20.1,3,Sunday,56.12
Afternoon,Operating Systems,47.0,2,Monday,48.57
Evening,DBMS,95.0,10,Tuesday,53.49
Afternoon,DBMS,88.8,7,Tuesday,53.82
Morning,Ai,77.2,4,Wednesday,60.15
Afternoon,Operating Systems,103.8,1,Friday,53.46
Evening,Java,41.0,1,Tuesday,54.11
Morning,Aptitude,107.4,4,Monday,65.08
Evening,Machine Learning,53.9,5,Sunday,53.48
Morning,Aptitude,54.1,5,Wednesday,60.56
Morning,DBMS,54.6,1,Thursday,63.41
Night,DSA,20.8,3,Sunday,46.17
Night,Java,117.3,6,Wednesday,54.27
Night,Ai,25.2,10,Tuesday,41.49
Morning,DBMS,47.5,7,Sunday,61.41
Afternoon,Machine Learning,45.1,1,Saturday,48.43
Evening,Python,18.2,8,Tuesday,61.63
Evening,Ai,26.7,4,Friday,52.67
Evening,DBMS,14.9,9,Wednesday,55.52
Night,Aptitude,42.2,6,Tuesday,42.65
Morning,Ai,105.3,1,Monday,61.76
Night,Java,47.3,2,Monday,40.68
Afternoon,Aptitude,23.6,3,Wednesday,56.82
Morning,Operating Systems,81.0,2,Sunday,57.69
Evening,Operating Systems,119.6,10,Friday,63.63
Night,Operating Systems,35.6,7,Saturday,38.7
Night,Ai,40.8,1,Wednesday,46.01
Afternoon,Python,116.9,9,Friday,52.51
Afternoon,Machine Learning,29.7,2,Monday,51.33
Night,Java,66.2,4,Tuesday,48.79
Afternoon,Ai,36.4,8,Thursday,43.35
Evening,DSA,112.6,3,Tuesday,59.94
Afternoon,Java,118.0,9,Monday,54.46
Afternoon,Aptitude,99.6,7,Saturday,39.52
Night,Aptitude,44.6,10,Sunday,49.2
Night,Ai,54.4,3,Monday,38.69
Morning,Ai,36.7,3,Tuesday,61.39
Morning,Machine Learning,108.0,5,Tuesday,56.52
Night,Python,110.6,5,Saturday,43.1
Afternoon,Ai,56.1,10,Saturday,45.29
Afternoon,Operating Systems,82.2,5,Monday,52.62
Morning,Machine Learning,28.2,9,Tuesday,53.57
Morning,DSA,57.8,9,Sunday,60.7
Morning,Operating Systems,79.5,6,Thursday,62.68
Evening,DSA,52.4,7,Thursday,53.19
Evening,DBMS,49.3,10,Wednesday,59.39
Morning,DSA,10.1,8,Thursday,56.46
Afternoon,Operating Systems,98.5,9,Monday,49.79
Morning,DBMS,107.8,6,Monday,52.5
Evening,Operating Systems,116.6,8,Wednesday,52.21
Afternoon,Aptitude,89.1,2,Sunday,42.62
Evening,Operating Systems,70.4,10,Friday,46.21
Afternoon,DBMS,39.6,8,Sunday,46.22
Evening,DSA,119.9,2,Wednesday,53.43
Afternoon,Aptitude,74.9,8,Friday,51.48
Afternoon,Python,84.9,2,Friday,54.89
Afternoon,Python,85.1,3,Tuesday,50.87
Afternoon,Java,103.0,7,Saturday,49.49
Night,Python,11.1,9,Thursday,51.48
Evening,Python,34.2,3,Sunday,59.49
Evening,Machine Learning,83.2,5,Friday,55.89
Night,Python,108.5,9,Tuesday,49.44
Afternoon,DBMS,85.4,7,Wednesday,45.08
Afternoon,Ai,55.5,2,Wednesday,54.05
Evening,Python,49.8,5,Sunday,49.04
Night,Operating Systems,91.2,5,Sunday,43.61
Afternoon,Ai,91.5,9,Friday,53.32
Afternoon,Python,76.8,2,Sunday,51.16
Afternoon,Ai,42.1,1,Tuesday,36.84
Morning,DSA,111.8,4,Monday,63.03
Night,DBMS,70.7,4,Sunday,49.54
Afternoon,DBMS,97.0,1,Saturday,39.08
Morning,Java,33.6,10,Saturday,57.89
Night,Ai,47.8,7,Thursday,44.06
Afternoon,Java,106.2,2,Friday,50.23
Evening,Aptitude,15.5,9,Monday,61.42
Morning,Machine Learning,66.4,7,Thursday,59.2
Morning,Operating Systems,63.0,7,Monday,55.11
Afternoon,Ai,92.6,1,Saturday,43.68
Afternoon,DBMS,41.0,9,Tuesday,46.13
Morning,Java,34.1,10,Sunday,47.65
Evening,DSA,111.9,9,Friday,51.25
Evening,Python,72.9,2,Monday,60.38
Night,DBMS,21.5,10,Monday,46.67
Afternoon,DSA,31.2,9,Monday,49.86
Evening,Python,119.9,2,Saturday,52.56
Night,Machine Learning,31.5,2,Friday,42.63
Evening,DBMS,77.2,8,Tuesday,57.7
Afternoon,Java,56.2,3,Tuesday,54.24
Night,DBMS,107.4,3,Monday,46.5
Night,Ai,93.1,7,Tuesday,39.57
Night,Ai,75.7,10,Thursday,42.85
Evening,DSA,11.2,6,Tuesday,56.18
Afternoon,Java,106.8,7,Monday,46.68
Night,Aptitude,58.9,6,Thursday,41.91
Morning,Ai,112.5,9,Friday,63.5
Afternoon,Operating Systems,64.5,2,Wednesday,53.96
Morning,Machine Learning,86.4,8,Saturday,50.2
Morning,Operating Systems,17.6,6,Tuesday,53.23
Night,DBMS,92.0,4,Sunday,35.96
Night,Operating Systems,47.2,6,Thursday,48.34
Evening,Python,48.6,6,Wednesday,52.78
Evening,Machine Learning,23.1,10,Friday,50.32
Evening,Operating Systems,26.2,3,Wednesday,48.83
Afternoon,Python,30.4,8,Friday,52.07
Evening,DSA,46.1,5,Monday,52.82
Morning,Operating Systems,108.1,10,Monday,62.22
Evening,Machine Learning,50.5,4,Saturday,51.71
Night,Python,89.7,2,Saturday,34.27
Evening,Operating Systems,19.1,10,Friday,56.76
Afternoon,DSA,75.0,1,Wednesday,48.57
Afternoon,Operating Systems,63.0,7,Saturday,53.16
Morning,Python,117.6,10,Tuesday,57.88
Afternoon,Operating Systems,103.1,3,Wednesday,52.75
Evening,Machine Learning,60.0,3,Saturday,50.45
Night,DBMS,95.3,3,Wednesday,40.72
Afternoon,Java,31.2,10,Sunday,52.33
Morning,Java,71.9,3,Tuesday,62.01
Evening,Python,18.2,2,Wednesday,55.29
Morning,Python,48.3,6,Wednesday,57.67
Afternoon,Python,34.8,10,Thursday,57.77
Afternoon,Python,89.1,3,Friday,56.3
Morning,Operating Systems,63.9,1,Monday,60.06
Evening,Machine Learning,92.6,10,Saturday,49.92
Afternoon,Java,66.7,9,Sunday,41.39
Night,DSA,19.5,6,Saturday,47.86
Afternoon,Java,90.9,6,Saturday,41.42
Evening,Machine Learning,101.7,10,Friday,57.52
Afternoon,Python,109.4,9,Wednesday,62.1
Morning,Aptitude,72.9,2,Tuesday,56.16
Afternoon,Operating Systems,92.9,10,Tuesday,47.51
Afternoon,Aptitude,92.7,9,Monday,46.06
Evening,Operating Systems,27.1,3,Monday,61.21
Morning,Python,28.1,3,Monday,62.65
Evening,Operating Systems,17.8,3,Tuesday,47.6
Afternoon,Python,45.2,1,Wednesday,46.6
Night,Machine Learning,62.1,10,Monday,46.32
Afternoon,Ai,119.8,7,Monday,46.33
Evening,DBMS,57.4,10,Sunday,43.17
Night,Operating Systems,89.9,7,Tuesday,47.81
Evening,Python,86.3,2,Saturday,55.85
Evening,Aptitude,32.5,6,Wednesday,51.21
Morning,Python,16.4,4,Monday,60.25
Night,Aptitude,70.1,7,Wednesday,43.35
Afternoon,Java,87.0,7,Thursday,49.03
Evening,Operating Systems,119.8,4,Saturday,58.83
Afternoon,DSA,49.4,3,Saturday,49.7
Morning,Aptitude,108.6,7,Monday,62.92
Morning,Python,52.0,9,Monday,61.54
Night,Operating Systems,85.8,4,Sunday,38.19
Morning,Python,75.8,6,Tuesday,69.2
Morning,DSA,15.8,7,Saturday,55.92
Afternoon,DBMS,18.6,10,Sunday,42.22
Morning,Ai,12.3,3,Thursday,75.08
Morning,Ai,50.8,5,Thursday,61.14
Evening,DSA,92.0,1,Thursday,48.31
Morning,Machine Learning,29.0,6,Friday,62.4
Evening,Operating Systems,76.6,5,Tuesday,59.82
Morning,DSA,41.8,7,Tuesday,56.99
Morning,DBMS,97.7,9,Monday,55.53
Night,Python,97.8,4,Tuesday,45.7
Night,Operating Systems,95.3,9,Monday,48.41
Evening,Java,67.7,6,Sunday,55.98
Morning,Aptitude,41.3,5,Monday,56.95
Afternoon,DSA,99.0,2,Friday,56.06
Night,Java,30.5,1,Sunday,34.39
Afternoon,Java,41.9,8,Tuesday,47.0
Night,DBMS,30.2,6,Tuesday,44.4
Night,Java,84.2,7,Friday,43.45
Morning,DSA,85.5,6,Friday,56.43
Night,Machine Learning,81.8,10,Sunday,46.34
Afternoon,Ai,55.7,7,Sunday,46.3
Night,Ai,21.0,9,Tuesday,46.88
Evening,Operating Systems,110.2,5,Tuesday,56.64
Morning,Python,65.9,1,Sunday,60.82
Morning,DBMS,54.8,1,Monday,59.16
Evening,DSA,74.8,9,Wednesday,44.99
Evening,Operating Systems,31.2,5,Saturday,56.51
Evening,DSA,24.6,2,Monday,53.59
Night,Operating Systems,54.6,3,Thursday,42.66
Morning,Ai,35.0,1,Thursday,57.67
Evening,Java,36.9,6,Wednesday,56.52
Night,Machine Learning,108.2,6,Saturday,37.5
Evening,DSA,68.4,3,Friday,52.91
Afternoon,Machine Learning,63.2,3,Thursday,51.47
Afternoon,Aptitude,85.8,7,Friday,51.02
Morning,Aptitude,114.7,1,Friday,55.61
Night,Java,22.3,5,Monday,47.75
Afternoon,Ai,101.7,3,Friday,48.49
Afternoon,DBMS,74.2,5,Wednesday,54.21
Night,Machine Learning,26.1,4,Monday,41.08
Evening,Operating Systems,42.7,6,Wednesday,55.75
Night,DBMS,63.1,9,Friday,47.99
Evening,DSA,86.0,2,Thursday,49.67
Afternoon,DSA,36.7,10,Saturday,49.58
Afternoon,Operating Systems,68.8,8,Friday,58.5
Afternoon,Python,85.3,2,Wednesday,54.37
Morning,Java,59.4,4,Tuesday,61.02
Morning,Python,104.9,9,Tuesday,66.47
Morning,Java,105.6,4,Thursday,64.15
Night,DSA,61.8,7,Sunday,41.7
Afternoon,Java,117.0,5,Saturday,42.29
Afternoon,Ai,18.3,2,Wednesday,46.74
Night,Ai,10.4,8,Thursday,43.18
Morning,Operating Systems,51.9,10,Monday,53.64
Night,Python,76.1,10,Friday,53.94
Morning,Machine Learning,79.2,2,Sunday,50.33
Afternoon,DSA,62.4,3,Monday,48.75
Evening,Aptitude,23.7,10,Tuesday,50.52
Morning,Machine Learning,28.8,7,Friday,60.94
Afternoon,Operating Systems,103.7,5,Monday,54.95
Afternoon,Aptitude,105.5,10,Tuesday,43.45
Evening,Machine Learning,84.1,3,Saturday,53.31
Afternoon,Python,83.1,2,Monday,46.03
Afternoon,Java,75.7,6,Friday,48.01
Morning,Ai,32.3,10,Monday,73.25
Morning,Python,57.1,1,Sunday,60.41
Evening,Aptitude,86.5,8,Sunday,56.51
Evening,Java,69.1,5,Friday,56.57
Afternoon,Java,12.0,5,Monday,49.22
Morning,Java,114.9,2,Thursday,56.93
Evening,DBMS,102.9,7,Saturday,59.4
Evening,Ai,38.7,5,Monday,64.61
Night,DSA,77.8,8,Monday,44.27
Evening,Aptitude,111.6,5,Sunday,58.06
Afternoon,Operating Systems,20.6,9,Sunday,51.37
Morning,DSA,65.3,5,Thursday,58.06
Evening,Machine Learning,60.2,3,Sunday,50.29
Night,Ai,55.1,2,Tuesday,42.82
Morning,Operating Systems,101.9,5,Friday,70.21
Evening,Operating Systems,51.9,10,Wednesday,59.05
Night,Python,17.0,10,Tuesday,47.16
Evening,Machine Learning,17.2,5,Friday,50.58
Morning,Python,14.7,6,Monday,64.59
Morning,Python,55.0,2,Tuesday,55.5
Morning,Java,89.0,5,Monday,56.22
Afternoon,Ai,32.4,1,Tuesday,49.0
Evening,DBMS,81.1,3,Tuesday,52.89
Afternoon,Python,85.6,3,Wednesday,50.95
Morning,DSA,38.1,3,Thursday,62.4
Night,Operating Systems,76.1,3,Tuesday,54.7
Evening,Ai,85.3,8,Sunday,55.57
Afternoon,Python,61.3,1,Monday,51.23
Evening,Aptitude,47.0,6,Wednesday,60.03
Night,DSA,78.1,6,Tuesday,44.24
Afternoon,Machine Learning,117.6,1,Sunday,35.67
Morning,Operating Systems,57.0,1,Thursday,65.99
Afternoon,Ai,53.1,3,Monday,44.07
Evening,Aptitude,61.1,8,Wednesday,55.66
Evening,Ai,18.4,6,Friday,51.01
Evening,Ai,70.8,4,Saturday,46.3
Evening,Aptitude,46.2,5,Thursday,52.77
Morning,Machine Learning,23.4,10,Sunday,42.32
Afternoon,Aptitude,61.3,3,Friday,46.53
Morning,DSA,10.4,6,Friday,61.09
Morning,Java,54.2,6,Wednesday,61.83
Morning,Ai,21.6,6,Wednesday,50.64
Evening,Machine Learning,12.7,9,Wednesday,57.85
Evening,Ai,100.7,10,Sunday,63.86
Evening,Aptitude,110.8,8,Sunday,60.64
Afternoon,Machine Learning,32.8,6,Friday,45.36
Night,Machine Learning,69.3,2,Saturday,36.7
Evening,Python,40.6,4,Monday,52.52
Afternoon,Python,64.3,6,Wednesday,61.13
Evening,Java,58.0,9,Thursday,52.41
Evening,Python,39.6,2,Wednesday,53.45
Morning,Aptitude,87.0,6,Saturday,61.19
Morning,Operating Systems,23.9,10,Wednesday,65.68
Morning,DSA,15.8,10,Saturday,60.87
Afternoon,Aptitude,94.4,10,Wednesday,44.73
Night,Ai,83.3,7,Friday,47.47
Night,Python,64.8,8,Saturday,51.31
Afternoon,Machine Learning,61.5,9,Monday,48.01
Evening,Aptitude,64.7,5,Wednesday,56.47
Afternoon,Machine Learning,58.1,9,Friday,49.02
Evening,Java,53.2,9,Thursday,53.65
Afternoon,Ai,65.0,7,Monday,52.27
Afternoon,Machine Learning,68.1,2,Friday,52.45
Afternoon,Machine Learning,86.1,8,Saturday,51.51
Night,Java,88.2,5,Tuesday,44.72
Morning,DBMS,51.5,8,Thursday,60.34
Afternoon,Operating Systems,55.5,2,Thursday,47.48
Night,DSA,51.1,7,Tuesday,51.89
Morning,DSA,69.0,5,Friday,56.84
Morning,Python,59.9,4,Friday,61.51
Afternoon,DBMS,107.9,10,Sunday,47.4
Evening,Aptitude,86.6,6,Saturday,53.04
Evening,Java,108.9,5,Thursday,47.51
Evening,Aptitude,88.0,6,Sunday,54.73
Afternoon,DSA,116.8,9,Friday,51.22
Evening,Operating Systems,79.9,1,Tuesday,55.79
Night,Machine Learning,116.0,1,Sunday,41.8
Night,Ai,27.4,6,Friday,44.73
Night,Python,15.8,2,Thursday,39.81
Night,Operating Systems,73.7,8,Friday,50.47
Morning,DSA,118.2,7,Monday,51.74
Night,DBMS,55.9,6,Tuesday,40.65
Evening,Python,33.3,4,Tuesday,63.0
Afternoon,Java,67.4,9,Wednesday,43.24
Evening,DSA,81.4,7,Friday,53.21
Night,Aptitude,44.7,7,Saturday,51.07
Morning,Python,88.6,5,Tuesday,62.36
Night,Java,117.3,1,Friday,38.11
Afternoon,DSA,108.7,2,Monday,52.76
Evening,Aptitude,42.1,8,Sunday,54.25
Afternoon,Ai,45.9,5,Thursday,50.61
Afternoon,Aptitude,50.9,2,Thursday,39.8
Afternoon,Machine Learning,53.4,5,Wednesday,54.53
Evening,Java,21.0,8,Wednesday,63.85
Night,Java,93.8,4,Saturday,41.88
Afternoon,DBMS,50.2,3,Tuesday,46.69
Evening,Java,106.8,5,Saturday,54.67
Morning,Machine Learning,112.0,7,Tuesday,60.73
Evening,DSA,12.7,2,Tuesday,57.16
Morning,Ai,118.7,1,Monday,60.05
Evening,Operating Systems,88.1,5,Wednesday,57.73
Night,Ai,67.2,7,Wednesday,48.75
Afternoon,Ai,52.8,8,Thursday,62.82
Night,Java,67.0,8,Wednesday,47.21
Evening,Ai,45.7,10,Wednesday,55.89
Afternoon,Java,78.5,9,Monday,42.41
Morning,Machine Learning,20.2,1,Saturday,47.84
Evening,Operating Systems,78.3,7,Tuesday,55.63
Afternoon,Aptitude,40.3,10,Saturday,46.6
Morning,Java,11.9,8,Sunday,52.22
Morning,DSA,70.8,6,Sunday,51.05
Night,DBMS,73.6,10,Monday,48.02
Evening,Operating Systems,56.9,4,Friday,52.11
Morning,DSA,18.0,7,Thursday,55.16
